Site Name,Device Hostname,Device Description,Software,Version
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,GoToMeeting 10.20.0.19992,10.20.0.19992
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Huntress Agent,0.13.246
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Huntress Rio,0.6.16
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Intel(R) Management Engine Components,11.0.6.1194
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Intel(R) Processor Graphics,10.18.10.5059
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Intel(R) Rapid Storage Technology,15.7.5.1025
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft 365 - en-us,16.0.17928.20392
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft 365 - es-es,16.0.17928.20392
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft 365 - fr-fr,16.0.17928.20392
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.23026,14.0.23026.0
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,PubWorks (cs1),1.0.0
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Realtek Audio COM Components,1.0.2
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Realtek Ethernet Controller All-In-One Windows Driver,10.19.627.2017
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Realtek High Definition Audio Driver,6.0.1.6070
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Samsung Data Migration,4.0.0.14
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Samsung Magician,6.2.1.260
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Teams Machine-Wide Installer,1.4.0.22976
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Update for Windows 10 for x64-based Systems (KB4480730),2.55.0.0
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Vulkan Run Time Libraries 1.0.33.0,1.0.33.0
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Vulkan Run Time Libraries 1.0.54.1,1.0.54.1
The Township of Pennsauken,PDPW-2022-4,DESKTOP-LNI0GOI,Windows 10 Update Assistant,1.4.9200.22329
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Adobe Creative Cloud,6.5.0.348
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,AutoElevate,2.9.5
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Canon driver for R40 (x64),1.2.8209
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Canon R40 UserManual,1.30.1022.328
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch plug-in for Application,1.6.5996
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch plug-in for Dropbox,1.3.6030
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch plug-in for FTP,1.1.17
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch plug-in for Google Drive,2.4.6030
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch plug-in for Mail,1.5.6235
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch plug-in for Microsoft OneDrive,1.4.6030
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch plug-in for Microsoft SharePoint,2.4.6078
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch plug-in for Printer,1.3.6050
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch plug-in for SugarSync,1.4.6030
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CaptureOnTouch V4 Standard (x64),4.13.1122
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Datto RMM,4.4.2236.2236
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Dell SupportAssist,3.11.4.29
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.1.16143
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Google Chrome,132.0.6834.160
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,GoTo Opener,1.0.562
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,GoToMeeting 10.20.0.19992,10.20.0.19992
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Huntress Agent,0.13.246
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Huntress Rio,0.6.16
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Lenovo Vantage Service,4.2.24.0
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft OneDrive,25.005.0112.0003
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.40664,12.0.40664.0
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40664,12.0.40664.0
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.40.33810,14.40.33810.0
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.40.33810,14.40.33810.0
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,ScanServer,4.3.5001
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,SHARP Driver Uninstall Tool,1.2.1.3
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Teams Machine-Wide Installer,1.5.0.4689
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Windows PC Health Check,3.6.2204.08001
The Township of Pennsauken,HR-22PC,DESKTOP-TVLT7O4,Zoom Workplace,6.2.11 (50939)
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,AutoElevate,2.9.5
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Datto RMM,4.4.2236.2236
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,EPSON Advanced Printer Driver 4,4.56.0400
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,EPSON Port Communication Service,3.12.0
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Huntress Agent,0.13.246
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Huntress Rio,0.6.16
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Microsoft 365 Apps for enterprise - en-us,16.0.18429.20132
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Microsoft Teams,1.4.00.22976
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Teams Machine-Wide Installer,1.4.0.22976
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,TaxLeft-22PC,P165VIX -Counter 1,Xerox Desktop Print Experience 8.0,8.110.9.0
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Adobe Acrobat 2020,20.005.30748
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Adobe Genuine Service,8.5.1.48
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,AutoElevate,2.9.5
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Canon driver for DR-C225 (x64),1.0.6535
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,CaptureOnTouch V4 Pro (x64),4.2.2519
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Cisco Webex Meetings,42.4.1
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,CleanUp!,
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Dell Command | Update for Windows 10,4.3.0
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Dell Optimizer Service,2.0.651.0
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Dell SupportAssist,3.9.1.245
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Dell SupportAssist OS Recovery Plugin for Dell Update,5.4.1.14954
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Dell SupportAssist Remediation,5.5.0.16041
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Dell Watchdog Timer Driver,1.0.0.6
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,ExpressConnect Drivers & Services,1.0.169
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,FH Web Edition Client - Single User,5.0.0.21965
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Google Chrome,132.0.6834.160
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,GoTo Opener,1.0.533
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,GoToMeeting 10.20.0.19992,10.20.0.19992
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Huntress Agent,0.13.246
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Huntress Rio,0.6.16
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Intel(R) Management Engine Components,2117.15.0.2272
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Intel(R) Serial IO,30.100.2020.7
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Intel® Driver & Support Assistant,24.6.49.8
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Logi Options+,1.85.655119
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Logi Plugin Service,6.0.2.21145
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Logi Tune,3.1.100.0
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Logitech Options,9.70.68
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Lotus Organizer 5.0,
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft ASP.NET Core 7.0.7 - Shared Framework (x64),7.0.7.23274
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft OneDrive,18.151.0729.0013
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft OneDrive,25.005.0112.0003
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Teams,1.4.00.11161
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Teams,1.6.00.26474
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.32.31332,14.32.31332.0
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.32.31332,14.32.31332.0
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Microsoft Windows Desktop Runtime - 7.0.7 (x64),7.0.7.32525
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Realtek Audio Driver,6.0.9228.1
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Splashtop Business,3.4.6.1
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Teams Machine-Wide Installer,1.5.0.30767
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,TreeSize Free V4.7.3 (64 bit),4.7.3
The Township of Pennsauken,p103JP-8,DESKTOP-J8SQUNI,Zoom Workplace,6.2.11 (50939)
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",AutoElevate,2.9.5
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",CloudRadial Agent,1.6.4.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Datto RMM,4.4.2236.2236
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Dell Command | Update for Windows 10,4.3.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Dell Digital Delivery Services,5.4.0.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Dell Optimizer Service,2.0.753.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Dell Peripheral Manager,1.6.6
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Dell SupportAssist,4.6.3.23467
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.13.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Dell SupportAssist Remediation,5.5.13.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Dell Watchdog Timer,1.2.1.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",DELLOSD,1.0.0.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",DNS Agent,1.14.1.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",EPSON Advanced Printer Driver for TM-T88VI Ver.5,5.13.0.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",EPSON APD5 Plugin for TM-T88VI,5.13.0.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",EPSON APD5 PrinterReg for TM-T88VI,5.11.1.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",EPSON Port Communication Service,3.26.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",EPSON TM Bluetooth Connector,2.04.0000
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",EPSON TM Coupon Package,3.50.0000
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",EPSON TM-T88VI Utility,1.5.1.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",ExpressConnect Drivers & Services,2.0.173
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Huntress Agent,0.13.246
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Huntress Rio,0.6.16
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Intel(R) Management Engine Components,2117.15.0.2272
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",MagTek USBMSR Demo,2.02.0001
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft .NET Runtime - 6.0.20 (x64),6.0.20.32620
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft 365 - en-us,16.0.18429.20132
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft 365 - es-es,16.0.18429.20132
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft 365 - fr-fr,16.0.18429.20132
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft Edge,132.0.2957.140
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft OneDrive,25.005.0112.0003
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft Update Health Tools,5.72.0.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.23.27820,14.23.27820.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft Windows Desktop Runtime - 6.0.28 (x64),6.0.28.33420
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Microsoft Windows Desktop Runtime - 8.0.11 (x64),8.0.11.34221
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Mozilla Firefox (x64 en-US),134.0.2
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Mozilla Maintenance Service,125.0.3
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",SHARP Driver Uninstall Tool,1.2.1.3
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",TeamViewer,15.35.5
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Update for Windows 10 for x64-based Systems (KB5001716),4.91.0.0
The Township of Pennsauken,DESKTOP-TBIACN9,"CC POS 2, Register 2",Windows PC Health Check,3.6.2204.08001
The Township of Pennsauken,151JV-5070,11-P5070-7,AutoElevate,2.9.5
The Township of Pennsauken,151JV-5070,11-P5070-7,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,151JV-5070,11-P5070-7,Connection Client version 14.30.0.69,14.30.0.69
The Township of Pennsauken,151JV-5070,11-P5070-7,Datto RMM,4.4.2236.2236
The Township of Pennsauken,151JV-5070,11-P5070-7,Dell Command | Update for Windows 10,4.3.0
The Township of Pennsauken,151JV-5070,11-P5070-7,Dell SupportAssist,3.10.3.3
The Township of Pennsauken,151JV-5070,11-P5070-7,Dell SupportAssist OS Recovery Plugin for Dell Update,5.4.1.14954
The Township of Pennsauken,151JV-5070,11-P5070-7,Dell Watchdog Timer Driver,1.0.0.4
The Township of Pennsauken,151JV-5070,11-P5070-7,Google Chrome,133.0.6943.53
The Township of Pennsauken,151JV-5070,11-P5070-7,GoTo 4.7.2,4.7.2
The Township of Pennsauken,151JV-5070,11-P5070-7,GoTo Opener,1.0.564
The Township of Pennsauken,151JV-5070,11-P5070-7,Huntress Agent,0.13.246
The Township of Pennsauken,151JV-5070,11-P5070-7,Huntress Rio,0.6.16
The Township of Pennsauken,151JV-5070,11-P5070-7,Intel(R) Chipset Device Software,10.1.17861.8101
The Township of Pennsauken,151JV-5070,11-P5070-7,Intel(R) Management Engine Components,2117.15.0.2272
The Township of Pennsauken,151JV-5070,11-P5070-7,Intel(R) Serial IO,30.100.2020.7
The Township of Pennsauken,151JV-5070,11-P5070-7,Kyocera Product Library,6.0.1308
The Township of Pennsauken,151JV-5070,11-P5070-7,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft 365 - en-us,16.0.17928.20392
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft 365 - es-es,16.0.17928.20392
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft 365 - fr-fr,16.0.17928.20392
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,151JV-5070,11-P5070-7,Microsoft Visual C++ 2015 Redistributable (x86) - 14.0.23026,14.0.23026.0
The Township of Pennsauken,151JV-5070,11-P5070-7,Realtek Audio Driver,6.0.8940.1
The Township of Pennsauken,151JV-5070,11-P5070-7,Samsung Data Migration,4.0.0.17
The Township of Pennsauken,151JV-5070,11-P5070-7,Samsung Magician,7.0.0.510
The Township of Pennsauken,151JV-5070,11-P5070-7,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,151JV-5070,11-P5070-7,Teams Machine-Wide Installer,1.4.0.22976
The Township of Pennsauken,151JV-5070,11-P5070-7,Windows PC Health Check,3.2.2110.14001
The Township of Pennsauken,151JV-5070,11-P5070-7,Wisenet WAVE Bundle,5.1.4.38659
The Township of Pennsauken,151JV-5070,11-P5070-7,Zoom,5.16.10 (26186)
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Adobe Acrobat (64-bit),24.005.20320
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Aplicaciones de Microsoft 365 para negocios - es-es,16.0.17328.20670
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,AutoElevate,2.9.5
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Cylance OPTICS,2.5.3010.1204
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Datto EDR Agent,3.16.0.2531
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Dell Command | Update for Windows Universal,5.1.0
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Dell Power Manager Service,3.15.0
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Dell SupportAssist,3.9.0.234
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.7.18773
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Dell SupportAssist Remediation,5.5.10.19019
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,DNS Agent,1.13.0.0
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Goodix Fingerprint Driver,2.0.310.900
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Intel(R) Management Engine Components,2345.5.42.0
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Intel(R) Serial IO,30.100.2104.1
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Killer Performance Driver Suite UWD,34.23.7186
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Logitech Options,8.54.106
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft 365 - en-us,16.0.17328.20670
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft 365 - es-es,16.0.17328.20670
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft 365 - fr-fr,16.0.17328.20670
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft 365 Apps for business - en-us,16.0.17328.20670
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft 365 Apps for business - fr-fr,16.0.17328.20670
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft 365 Apps for enterprise - en-us,16.0.17328.20670
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft Edge,131.0.2903.146
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft Intune Management Extension,1.86.101.0
