Site Name,Device Hostname,Device Description,Software,Version
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft Teams,1.6.00.33567
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24215,14.0.24215.1
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Realtek Audio Driver,6.0.9597.1
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Realtek Card Reader,10.0.22000.21350
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Splashtop Streamer,3.7.2.3
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Teams Machine-Wide Installer,1.4.0.7174
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Thunderbolt™ Software,1.47.0.0
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,p111TK-XPS13,p111TK-XPS13,Zoom,5.14.8 (16213)
The Township of Pennsauken,p109RS,P5080-03,Adobe Acrobat,24.005.20399
The Township of Pennsauken,p109RS,P5080-03,Adobe Genuine Service,8.5.1.48
The Township of Pennsauken,p109RS,P5080-03,Aplicaciones de Microsoft 365 para negocios - es-es,16.0.17928.20392
The Township of Pennsauken,p109RS,P5080-03,AutoElevate,2.9.5
The Township of Pennsauken,p109RS,P5080-03,Canon driver for R40,1.1.8132
The Township of Pennsauken,p109RS,P5080-03,Canon driver for R40 (x64),1.1.8132
The Township of Pennsauken,p109RS,P5080-03,Canon R40 UserManual,1.30.1022.328
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch plug-in for Application,1.6.5996
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch plug-in for Dropbox,1.3.6030
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch plug-in for FTP,1.1.17
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch plug-in for Google Drive,2.4.6030
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch plug-in for Mail,1.5.6235
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch plug-in for Microsoft OneDrive,1.4.6030
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch plug-in for Microsoft SharePoint,2.4.6078
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch plug-in for Printer,1.3.6050
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch plug-in for SugarSync,1.4.6030
The Township of Pennsauken,p109RS,P5080-03,CaptureOnTouch V4 Standard (x64),4.12.2622
The Township of Pennsauken,p109RS,P5080-03,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p109RS,P5080-03,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p109RS,P5080-03,Dell Command | Update for Windows 10,4.2.1
The Township of Pennsauken,p109RS,P5080-03,Dell Optimizer Service,2.0.753.0
The Township of Pennsauken,p109RS,P5080-03,Dell SupportAssist,3.9.2.57
The Township of Pennsauken,p109RS,P5080-03,Dell SupportAssist OS Recovery Plugin for Dell Update,5.4.1.14954
The Township of Pennsauken,p109RS,P5080-03,Dell SupportAssist Remediation,5.5.0.16046
The Township of Pennsauken,p109RS,P5080-03,Dell Watchdog Timer Driver,1.0.0.6
The Township of Pennsauken,p109RS,P5080-03,ExpressConnect Drivers & Services,2.0.173
The Township of Pennsauken,p109RS,P5080-03,GoTo Opener,1.0.539
The Township of Pennsauken,p109RS,P5080-03,Huntress Agent,0.13.246
The Township of Pennsauken,p109RS,P5080-03,Huntress Rio,0.6.16
The Township of Pennsauken,p109RS,P5080-03,Intel(R) Management Engine Components,2117.15.0.2272
The Township of Pennsauken,p109RS,P5080-03,Intel(R) Processor Graphics,26.20.100.8141
The Township of Pennsauken,p109RS,P5080-03,Intel(R) Serial IO,30.100.2020.7
The Township of Pennsauken,p109RS,P5080-03,Kyocera Product Library,6.0.1308
The Township of Pennsauken,p109RS,P5080-03,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,p109RS,P5080-03,Microsoft 365 - en-us,16.0.17928.20392
The Township of Pennsauken,p109RS,P5080-03,Microsoft 365 - es-es,16.0.17928.20392
The Township of Pennsauken,p109RS,P5080-03,Microsoft 365 - fr-fr,16.0.17928.20392
The Township of Pennsauken,p109RS,P5080-03,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,p109RS,P5080-03,Microsoft 365 Apps for business - fr-fr,16.0.17928.20392
The Township of Pennsauken,p109RS,P5080-03,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,p109RS,P5080-03,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,p109RS,P5080-03,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,p109RS,P5080-03,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,p109RS,P5080-03,Microsoft Teams,1.6.00.24078
The Township of Pennsauken,p109RS,P5080-03,Microsoft Teams,1.6.00.33567
The Township of Pennsauken,p109RS,P5080-03,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,p109RS,P5080-03,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,p109RS,P5080-03,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.23.27820,14.23.27820.0
The Township of Pennsauken,p109RS,P5080-03,OneLaunch 5.34.0,5.34.0
The Township of Pennsauken,p109RS,P5080-03,PDFProSuite,10.1.2040.0
The Township of Pennsauken,p109RS,P5080-03,Realtek Audio Driver,6.0.9008.1
The Township of Pennsauken,p109RS,P5080-03,ScanServer,4.3.2001
The Township of Pennsauken,p109RS,P5080-03,SHARP Driver Uninstall Tool,1.1.1.32
The Township of Pennsauken,p109RS,P5080-03,Shift 127.9.0,127.9.0
The Township of Pennsauken,p109RS,P5080-03,Splashtop Business,3.4.8.3
The Township of Pennsauken,p109RS,P5080-03,Splashtop Software Updater,1.5.6.23
The Township of Pennsauken,p109RS,P5080-03,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,p109RS,P5080-03,Teams Machine-Wide Installer,1.4.0.7174
The Township of Pennsauken,p109RS,P5080-03,Webex,42.4.0.21893
The Township of Pennsauken,p109RS,P5080-03,Xerox Desktop Print Experience 8.5,8.155.0.0
The Township of Pennsauken,p109RS,P5080-03,Zoom,5.4.3 (58891.1115)
The Township of Pennsauken,p109RS,P5080-03,Zoom Workplace,6.0.0 (37205)
The Township of Pennsauken,Dee-23PC,P147RC-5080,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,Dee-23PC,P147RC-5080,Advanced IP Scanner 2.5.1,2.5.4594.1
The Township of Pennsauken,Dee-23PC,P147RC-5080,AutoElevate,2.9.5
The Township of Pennsauken,Dee-23PC,P147RC-5080,Brother PowerENGAGE,1.0.27
The Township of Pennsauken,Dee-23PC,P147RC-5080,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,Connection Client version 14.80.0.82,14.80.0.82
The Township of Pennsauken,Dee-23PC,P147RC-5080,Datto RMM,4.4.2236.2236
The Township of Pennsauken,Dee-23PC,P147RC-5080,Dell Command | Update for Windows 10,4.1.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,Dell Optimizer Service,1.2.113.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,Dell SupportAssist,4.0.3.61632
The Township of Pennsauken,Dee-23PC,P147RC-5080,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.5.16206
The Township of Pennsauken,Dee-23PC,P147RC-5080,Dell SupportAssist Remediation,5.5.6.18729
The Township of Pennsauken,Dee-23PC,P147RC-5080,Dell Watchdog Timer Driver,1.0.0.6
The Township of Pennsauken,Dee-23PC,P147RC-5080,GSS - Client Applications,14.2.2
The Township of Pennsauken,Dee-23PC,P147RC-5080,GSS - Construction Project Manager,14.2.2
The Township of Pennsauken,Dee-23PC,P147RC-5080,GSS - Crystal Runtime,14.2.2
The Township of Pennsauken,Dee-23PC,P147RC-5080,GSS - Property Maintenance Manager,14.1.6
The Township of Pennsauken,Dee-23PC,P147RC-5080,GSS - Zoning Manager,14.1.6
The Township of Pennsauken,Dee-23PC,P147RC-5080,HP Color LaserJet Enterprise M553,14.0.19231.485
The Township of Pennsauken,Dee-23PC,P147RC-5080,HP LaserJet M610 M611 M612 Basic Device Software,49.6.4509.2031
The Township of Pennsauken,Dee-23PC,P147RC-5080,HP Update,5.005.002.002
The Township of Pennsauken,Dee-23PC,P147RC-5080,Huntress Agent,0.13.246
The Township of Pennsauken,Dee-23PC,P147RC-5080,Huntress Rio,0.6.16
The Township of Pennsauken,Dee-23PC,P147RC-5080,Intel(R) Management Engine Components,2036.15.0.1835
The Township of Pennsauken,Dee-23PC,P147RC-5080,Intel(R) Processor Graphics,26.20.100.8141
The Township of Pennsauken,Dee-23PC,P147RC-5080,Intel(R) Serial IO,30.100.2020.7
The Township of Pennsauken,Dee-23PC,P147RC-5080,Kyocera Product Library,6.0.4912
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft .NET Runtime - 6.0.20 (x64),6.0.20.32620
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft Intune Management Extension,1.86.105.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft OneDrive,25.004.0109.0002
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.23.27820,14.23.27820.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,Microsoft Windows Desktop Runtime - 6.0.28 (x64),6.0.28.33420
The Township of Pennsauken,Dee-23PC,P147RC-5080,MSP Remote Support by Splashtop,1.0.6.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,PuTTY release 0.78 (64-bit),0.78.0.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,PuTTY release 0.82 (64-bit),0.82.0.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,Realtek Audio Driver,6.0.9008.1
The Township of Pennsauken,Dee-23PC,P147RC-5080,Remote Desktop,1.2.4485.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,Samsung Portable SSD Software,1.6.7.50
The Township of Pennsauken,Dee-23PC,P147RC-5080,Splashtop Business,3.4.4.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,Splashtop Streamer,3.7.2.4
The Township of Pennsauken,Dee-23PC,P147RC-5080,Status Monitor 5,5.0.9814
The Township of Pennsauken,Dee-23PC,P147RC-5080,Teams Machine-Wide Installer,1.4.0.2781
The Township of Pennsauken,Dee-23PC,P147RC-5080,Update for x64-based Windows Systems (KB5001716),8.94.0.0
The Township of Pennsauken,Dee-23PC,P147RC-5080,WinSCP 5.21.8,5.21.8
The Township of Pennsauken,Dee-23PC,P147RC-5080,Zoiper5,5.5.9
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",AutoElevate,2.9.5
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",CloudRadial Agent,1.6.4.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Datto RMM,4.4.2236.2236
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Dell Command | Update for Windows Universal,5.0.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Dell Display Manager 2.1,2.1.1.37
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Dell Optimizer Service,2.0.753.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Dell Peripheral Manager,1.6.7
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Dell SupportAssist,4.6.3.23467
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.13.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Dell SupportAssist Remediation,5.5.13.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Dell Watchdog Timer,1.2.1.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",DELLOSD,1.0.0.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",DNS Agent,1.14.1.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",EPSON Advanced Printer Driver for TM-T88VI Ver.5,5.13.0.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",EPSON APD5 Plugin for TM-T88VI,5.13.0.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",EPSON APD5 PrinterReg for TM-T88VI,5.11.1.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",EPSON Port Communication Service,3.26.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",EPSON TM Bluetooth Connector,2.04.0000
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",EPSON TM Coupon Package,3.50.0000
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",EPSON TM-T88VI Utility,1.5.1.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",ExpressConnect Drivers & Services,2.0.173
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Huntress Agent,0.13.246
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Huntress Rio,0.6.16
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Intel(R) Management Engine Components,2313.4.16.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",MagTek USBMSR Demo,2.02.0001
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft .NET Runtime - 6.0.14 (x64),6.0.14.32123
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft 365 - en-us,16.0.18324.20194
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft 365 - es-es,16.0.18324.20194
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft 365 - fr-fr,16.0.18324.20194
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft Edge,132.0.2957.140
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft Update Health Tools,5.72.0.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.34.31931,14.34.31931.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft Windows Desktop Runtime - 6.0.28 (x64),6.0.28.33420
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Microsoft Windows Desktop Runtime - 8.0.11 (x64),8.0.11.34221
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Mozilla Firefox (x64 en-US),135
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Mozilla Maintenance Service,104.0.2
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Realtek Audio Driver,6.0.9511.1
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",SHARP Driver Uninstall Tool,1.2.1.3
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",TeamViewer,15.34.4
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Update for Windows 10 for x64-based Systems (KB5001716),4.91.0.0
The Township of Pennsauken,DESKTOP-E4070JQ,"CC POS 1, Register 1",Windows PC Health Check,3.6.2204.08001
The Township of Pennsauken,P123MM,P123MM x123,Acronis True Image for Western Digital,25.0.39200
The Township of Pennsauken,P123MM,P123MM x123,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,P123MM,P123MM x123,Adobe Genuine Service,8.6.0.79
The Township of Pennsauken,P123MM,P123MM x123,AutoElevate,2.9.5
The Township of Pennsauken,P123MM,P123MM x123,Bonjour,3.0.0.10
The Township of Pennsauken,P123MM,P123MM x123,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,P123MM,P123MM x123,Connection Client version 14.30.0.69,14.30.0.69
The Township of Pennsauken,P123MM,P123MM x123,Cylance PROTECT,3.0.1005.38
The Township of Pennsauken,P123MM,P123MM x123,Datto RMM,4.4.2236.2236
The Township of Pennsauken,P123MM,P123MM x123,Dell Command | Update,4.4.0
The Township of Pennsauken,P123MM,P123MM x123,Dell SupportAssist,4.6.3.23467
The Township of Pennsauken,P123MM,P123MM x123,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.13.0
The Township of Pennsauken,P123MM,P123MM x123,Google Chrome,132.0.6834.160
The Township of Pennsauken,P123MM,P123MM x123,Google Toolbar for Internet Explorer,7.5.8231.2252
The Township of Pennsauken,P123MM,P123MM x123,GoTo Opener,1.0.562
The Township of Pennsauken,P123MM,P123MM x123,GoToMeeting 10.20.0.19992,10.20.0.19992
The Township of Pennsauken,P123MM,P123MM x123,Huntress Agent,0.13.246
The Township of Pennsauken,P123MM,P123MM x123,Huntress Rio,0.6.16
The Township of Pennsauken,P123MM,P123MM x123,Intel(R) Control Center,1.2.1.1007
The Township of Pennsauken,P123MM,P123MM x123,Intel(R) Management Engine Components,2117.15.0.2272
The Township of Pennsauken,P123MM,P123MM x123,Intel(R) Network Connections Drivers,18.1
The Township of Pennsauken,P123MM,P123MM x123,Intel(R) Serial IO,30.100.2020.7
The Township of Pennsauken,P123MM,P123MM x123,ISIS Driver Bundle Installer for fi Series Scanners,1.1.11211.1001
The Township of Pennsauken,P123MM,P123MM x123,Kofax Web Capture Service,2.0.0.778
The Township of Pennsauken,P123MM,P123MM x123,MCSJ Client 4.2.2,4.2.2
The Township of Pennsauken,P123MM,P123MM x123,Microsoft .NET Runtime - 5.0.17 (x64),5.0.17.31213
The Township of Pennsauken,P123MM,P123MM x123,Microsoft .NET Runtime - 6.0.36 (x64),6.0.36.34214
The Township of Pennsauken,P123MM,P123MM x123,Microsoft 365 Apps for business - en-us,16.0.17928.20392
The Township of Pennsauken,P123MM,P123MM x123,Microsoft 365 Apps for enterprise - en-us,16.0.17928.20392
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Edge,132.0.2957.140
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Intune Management Extension,1.86.101.0
The Township of Pennsauken,P123MM,P123MM x123,Microsoft OneDrive,18.151.0729.0013
The Township of Pennsauken,P123MM,P123MM x123,Microsoft OneDrive,24.244.1204.0003
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Teams,1.6.00.27573
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.31301
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Update Health Tools,3.74.0.0
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219,10.0.40219
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219,10.0.40219
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501,12.0.30501.0
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Visual C++ 2017 Redistributable (x64) - 14.16.27012,14.16.27012.6
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Windows Desktop Runtime - 6.0.36 (x64),6.0.36.34217
The Township of Pennsauken,P123MM,P123MM x123,Microsoft Windows Desktop Runtime - 8.0.12 (x64),8.0.12.34404
The Township of Pennsauken,P123MM,P123MM x123,MiniTool Partition Wizard Free 12.6,12.6
The Township of Pennsauken,P123MM,P123MM x123,Software Operation Panel,
The Township of Pennsauken,P123MM,P123MM x123,Software Operation Panel,3.7.16.0
The Township of Pennsauken,P123MM,P123MM x123,Splashtop Software Updater,1.5.6.23
The Township of Pennsauken,P123MM,P123MM x123,Splashtop Streamer,3.7.2.3
The Township of Pennsauken,P123MM,P123MM x123,Teams Machine-Wide Installer,1.3.0.26064
The Township of Pennsauken,P123MM,P123MM x123,Wisenet WAVE Client,4.2.0.32841
The Township of Pennsauken,p152AS-5080,P5080-06,Adobe Acrobat (64-bit),24.005.20399
The Township of Pennsauken,p152AS-5080,P5080-06,Aplicaciones de Microsoft 365 para negocios - es-es,16.0.17928.20392
The Township of Pennsauken,p152AS-5080,P5080-06,AutoElevate,2.9.5
The Township of Pennsauken,p152AS-5080,P5080-06,Cisco Webex Meetings,44.3.0
The Township of Pennsauken,p152AS-5080,P5080-06,CloudRadial Agent,1.6.4.0
The Township of Pennsauken,p152AS-5080,P5080-06,Connection Client version 14.30.0.69,14.30.0.69
The Township of Pennsauken,p152AS-5080,P5080-06,Datto RMM,4.4.2236.2236
The Township of Pennsauken,p152AS-5080,P5080-06,Dell Command | Update for Windows 10,4.3.0
The Township of Pennsauken,p152AS-5080,P5080-06,Dell Optimizer Service,2.0.651.0
The Township of Pennsauken,p152AS-5080,P5080-06,Dell SupportAssist,4.6.3.23467
The Township of Pennsauken,p152AS-5080,P5080-06,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.13.0
The Township of Pennsauken,p152AS-5080,P5080-06,Dell SupportAssist Remediation,5.5.13.0
The Township of Pennsauken,p152AS-5080,P5080-06,Dell Watchdog Timer Driver,1.0.0.6
The Township of Pennsauken,p152AS-5080,P5080-06,Docs,1
The Township of Pennsauken,p152AS-5080,P5080-06,ExpressConnect Drivers & Services,1.0.169
The Township of Pennsauken,p152AS-5080,P5080-06,Gmail,1
The Township of Pennsauken,p152AS-5080,P5080-06,Google Chrome,132.0.6834.160
The Township of Pennsauken,p152AS-5080,P5080-06,Google Drive,1
The Township of Pennsauken,p152AS-5080,P5080-06,Huntress Agent,0.13.246
The Township of Pennsauken,p152AS-5080,P5080-06,Huntress Rio,0.6.16
The Township of Pennsauken,p152AS-5080,P5080-06,Intel(R) Management Engine Components,2117.15.0.2272
The Township of Pennsauken,p152AS-5080,P5080-06,Intel(R) Serial IO,30.100.2020.7
